id,name
1,압생트
2,아카시아
3,아사이베리
4,아세로라
5,아세로라 블라썸
6,아세틸 푸란
7,아갈우드
8,아게이브
9,아게이브 넥타르
10,아글라이아
11,아키갈라우드
12,알데하이드
13,알더
14,알게
15,올스파이스
16,아몬드
17,아몬드 블라썸
18,아몬드 트리
19,알로에 베라
20,알루미늄
21,앨럼루트
22,알리섬
23,아마란스
24,아마레토
25,아마릴리스
26,엠버
27,엠버 엑스트림
28,엠버그리스
29,엠버토닉
30,엠버우드
31,엠브러로움
32,엠브레톤
33,엠브레트
34,앰브레톨라이드
35,앰브로케니드
36,앰브락산
37,애모필러
38,애밀 샐슬럿
39,애미리스
40,아네모네
41,앤젤스트럼펫
42,안젤리카
43,에니멀 노츠
44,애너스
45,애플
46,애플 플라썸
47,애플 주스
48,애플 민트
49,애플 펄프
50,애플 트리
51,애프리콧
52,애프리콧 플라썸
53,아쿠오존
54,아라우카리아
55,"알버투스 (마드로나, 베어베리 트리)"
56,아틱 브렘블
57,아르간
58,아르간 트리
59,아르니카
60,아르테미시아
61,아룸 릴리
62,아사포에티다
63,에쉬
64,에쇼카 플라워
65,아스파라거스
66,아스펜
67,애스폴트
68,애스픽
69,아보카도
70,아졸라 (워터 펀)
71,베이컨
72,베일리즈 아이리시 크림
73,발사믹 식초
74,대나무
75,바나나
76,바나나 플라워
77,바나나 리프
78,바오밥
79,바베리
80,바크
81,발리
82,바질
83,베이 에센스
84,베이 리프
85,바베큐
86,베어베리
87,비치
88,비어에일
89,비즈왁스
90,비트루트
91,벨람브라 트리
92,벨라도나
93,벨플라워
94,벨리니
95,벤조인
96,베르가못
97,베르가못 블라썸
98,버치
99,버치 타르
100,비스킷
101,비터 오렌지
102,블랙 커렌트
103,블랙 커렌트 블라썸
104,블랙 커렌트 리프
105,블랙 헤믈락 (수가)
106,블랙 록커스트
107,블랙 스프루스
108,블랙베리
109,블랙베리 블라썸
110,블랙베리 리프
111,블랙토른
112,블랙우드
113,블러드
114,블러드 오렌지
115,블루 릴리즈
116,블루 마르가리타
117,블루 포피
118,블루베리
119,보이사이러스
120,보어러지
121,보어네올
122,볼로니아
123,부게인빌리어
124,버본 위스키
125,보이센베리
126,브란
127,브라질 넛
128,브라질리안 로즈우드
129,브레드
130,브레드 플라워
131,브루-브란코
132,브릭
133,브리오슈
134,브로멜리아
135,브라운 스카치 테이프
136,브라운 슈거
137,버블 검
138,바쿠 (아게토스마)
139,부다 우드
140,바덜리아
141,불러쉬
142,버덕
143,번트 메치
144,부시맨 캔들
145,부토머스 엄벨라터스
146,버터
147,버터컵
148,버터스카치
149,벅서스
150,카브루버
151,카카오 팟
152,켓터스
153,케이드 오일
154,카이피리냐
155,깔라만시
156,칼라머스
157,칼로우니
158,캘리칸더스
159,칼립손
160,캄보디안 오드
161,카멜리아
162,캠파리
163,캠퍼
164,캐네디안 발쌈
165,캔디드 프루츠
166,캔디드 진저
167,캔디드 오렌지
168,캔디스
169,케널
170,캐너비스
171,캐논벨 플라워
172,케이우추시
173,카푸치노
174,카람볼라 (스타 프루츠)
175,카람볼라 블라썸
176,카라멜
177,카라웨이
178,카르다맘
179,카리사
180,카네이션
181,카네이션 리브스
182,캐롭 트리
183,캐롯
184,캐롯 시드
185,케스칼로네
186,케슈
187,캐즈미런
188,캐시미어 우드
189,카시아
190,캐소워리 프루츠
191,케스토리움
192,캐비어
193,시더
194,셀러리
195,셀러리 시즈
196,셀로시아
197,센텔라 아시아티카
198,세페이즈
199,세타록스
200,칼루드 바크
201,카모마일
202,샴파카
203,샴페인
204,체이엇
205,치즈
206,체리모어
207,체리
208,체리 블라썸
209,케슈넛
210,치모넌써즈 (윈터스위츠)
211,차이나 로즈
212,치노토
214,치노토 블라썸
215,차이브
216,초콜렛 플라워
217,초야 로반
218,초야 나크
219,초야 랄
220,크리스마스 트리 (플레임 프리)
221,크리센티멈
222,첫니
223,실란트로
224,시나몬
225,시나몬 리프
226,시트론
227,시트러스
228,시벳
229,클라리 세이지
230,클레이
231,클리어우드
232,클레멘티스
233,클레멘타인
234,클라우드베리
235,클로브 리프
236,클로버
237,클로브스
238,co2 추출물
239,코올
240,코올 타르
241,코벨스톤
242,코카
243,코카콜라
244,코코볼로
245,코코넛
246,코코넛 파이
247,커피
248,커피 블라썸
249,커피 트리
250,코냑
252,콘크리트
253,쿠키
254,코파후 밤
255,코파이바 밤
256,코팔
257,코랄 리프
258,코라놀
259,코리안더
260,코르크
262,콘 실크
263,"콘플라워, 술탄 시즈"
264,코즈먼
265,코스모폴리탄 칵테일
266,코스모스 플라워
267,코스터스
268,코튼 캔디
269,코튼 플라워
270,코튼우드 (포플러)
271,쿠머린
272,크렌베리
273,크림
274,크림 소다
275,크림 브룰리
276,크레오소트 부쉬
277,크리넘 릴리
278,크리멈
279,크로이산트
280,쿠벱 (테일드 페퍼)
281,큐컴버
282,쿠민
283,컵케이크
284,"커퍼쿠, 쿠푸아수, 코포아수"
285,큐라소
286,컬쿠마 (털메릭)
287,커런트 리프 앤 버드
288,커리 트리
289,커스타드
290,사이클라멘
291,사이퍼러스 스케리오서스
292,사이프레스
293,사이프리올 오일 (나가아머써)
294,달리아
295,데임
296,데커리
297,데이지
298,덴덜라이언
299,다프네
300,다크 초콜렛
301,데이츠
302,다투라
303,다바나
304,데드네틀
305,델로닉스
306,데저트 로즈
307,듀 드롭
308,듀베리
309,디안서스
310,딜
311,도덱케널
312,도브 트리
313,드레곤 블러드 레전
314,드라이드 애플 크리스프
315,드라이드 애프리콧
316,드라이드 폴른 리브즈
317,드라이드 프루츠
318,드라이드 로즈
319,드리프트우드
320,드라이 우드
321,두셀 데 리체
322,다이어즈 그린위드
323,얼그레이 티
324,어스 틴척
325,어시 노츠
326,에우 데 비에
327,엔보니 트리
328,에델바이스
329,에글런타인 로즈
330,엘덜플라워
331,일레미
333,엔시언
334,잉글리시 메리골드
335,에틸 말톨
336,유칼립투스
337,유제놀
338,페브릭
339,펜넬
340,페누그릭
341,페른
342,필드 스케비어스
343,피그
344,피그 리프
345,피그 트리
346,핑거 라임
347,퍼
348,파이어
349,피쉬
350,플라밍고 플라워 (엔쑤리엄)
351,플렉스
352,플린트
353,플로럴 노트
354,포레스트 프루츠
355,폴겟 미 낫
356,프라고니아
357,프렌지파니
358,프리지아
359,프렌치 페스츠리즈
360,프로스티드 베리즈
361,프로스팅 [글레이스]
362,프루티 노트
363,퓨시아
364,갈랑가
365,갤럭설라이드
366,갈바늄
367,가디니아
368,가솔린
369,제닛
370,젠메이처
371,지오스민
372,제레니움
373,거베라
374,지안두이어
375,진
376,진저
377,진저브레드
378,긴커고
379,진생
380,글래디올러스
381,고트 헤어
382,고지 베리즈
383,골든로드
384,구스베지
385,고어스
386,그레이프 리브즈
387,그레이프 시드
388,그레이프프룻
389,그레이프프룻 블라썸
390,그레이프
391,그래파이트
392,그래스
393,그래스 트리
394,그린 나드
395,그린 노트
396,그린 페퍼
397,그린 삽
398,그린 티 플라워
399,그린게이지
400,그레네딘
401,그롬웰
402,그라운드 체리
403,과이악 우드
404,가우 (메이덴 플럼)
405,게레나
406,구아바
407,구아바 블라썸
408,건파우더
409,거전 발삼
410,할바
411,하사쿠
412,핫코라 레몬
413,호쏜
414,헤이
415,헤이즐 블라썸
416,헤이즐넛
417,헤이즐넛 코코아 스프레드
418,헤드 스페이스 워터폴
419,헤더
420,헤디오니
421,힐리오트롭
422,헬러보어 플라워
423,해믈락
424,헨나
425,하이-파이
426,히비스커스
427,히나
428,히노키 우드
429,호 우드
430,호리 스톡
431,홀리 플라워
432,홀리혹
433,허니
434,허니부니 (사이클로피아)
435,허니콤
436,허니듀 블라썸
437,허니서클
438,합스
439,홀차타
440,호스위드
441,홀텐시아
442,핫 아이언
443,"호야 카노사, 왁스 플렌트"
444,히아신스
445,히라슘
446,히솝
447,아이스
448,아이스 크림
449,아이싱 핑크
450,임모텔
451,임페이션스
452,인센스
453,인사이언소
454,인디안 오드
455,인디안 스파이시스
456,인디안 우즈
457,인돌레
458,언더스트리올 글루
459,잉크
460,인스턴트 필름 어코드
461,아이리스
462,"이쉬핑크, 오코티아 퀵사스"
463,아이소 에 수퍼
464,이소부틸 퀴놀린
465,아이비
466,자부티카바
467,자카란다
468,젝프루츠
469,제이드 플라워
470,제페니즈 로쾃
471,제페니즈 페퍼
472,자스민
473,자스민 오키드
474,자스민 티
475,"자타만시, 스파이크너드"
476,자바놀
477,진스
478,잡스 티어스 (이 이 렌)
479,주주베 블라썸
480,주니퍼
481,주니퍼 베리즈
482,카담
483,카피어 라임
484,카누카
485,카로-카룬드
486,카트라페이
487,카츠라 리프
488,케펠리스
489,켈라
490,키르 로얄
491,키위
492,키위 블라썸
493,코하이
494,커드주
495,컬피
496,컴바루
497,컴쾃
498,라다넘
499,래버넘
500,레이티 오브 더 나이트 플라워
501,레이디 슬리퍼 오키드
502,람 두안 플라워
503,라미나리아
504,람프로카프노스
505,란타나
506,란타나 리프
507,라오 우드
508,라치
509,락스퍼
510,로렐 블로섬
511,라바
512,라벤더
513,레더
514,레더우드
515,레몬
516,레먼 밤
517,레몬 블로섬
518,레몬 트리
519,레몬 버베나
520,레몬 버비너
521,레몬에이드
522,레몬그라스
523,리아트리스
524,라이컨
525,리커리시
526,라일락
527,릴리
528,릴리 오브 더 밸리 리브즈
529,릴리 오브 더 밸리
530,라임
531,라임 (린던) 블라섬
532,리메타
533,림노필라 아로마티카
534,리몬 첼로
535,리날로 베리
536,리넨
537,린곤베리
538,립 그로스
539,립스틱
540,liquor
541,리치
542,리시 쿠베나
543,랑건 베리즈
544,로레녹스
545,로터스
546,로쿰
547,로바지 루트
548,루핀
549,리디아 블룸
550,매커데이미어
551,마카롱
552,메이스
553,머디어러
554,마그놀란
555,마그놀리아
556,마호가니
557,마호니아
558,마호니알
559,마이타이 캌테일
560,몰트
561,말바
562,만다린 오렌지
563,만다린 오렌지 블라섬
564,만도라
565,망고
566, 블라섬
567,망고스틴
568,마닌카
569,마누카
570,메이플
571,메이플 시럽
572,마라스키노 체리
573,마리안 플럼
574,매리골드
575,마리포사 릴리
576,마조람
577,마멀레이드
578,마론 글래스
579,마시멜로우
580,마티니
581,마지팬
582,마살라 차이
583,마소이아
584,렌티스크
585,마차 티
586,메이트
587,메이플라워
588,메도스위트
589,미트
590,멜라티
591,메럴랏
592,멜리로투스
593,멜론
594,머랭
595,메스키트 우드
596,메탈릭 노트
597,메탈리 팜플무스
598,미그넷
599,밀크
600,밀크 마우스
601,미모사
602,미무소프스 에렌기
603,미네랄 노트
604,민트
605,미라벨
606,미라빌리스
607,미슬토
608,미티 애터
609,목 오렌지
610,모에펠 어코드
611,모히토
612,몰레시즈
614,모나르다
615,모노이 오일
616,모판
617,모닌글로리 플라워
618,모터 오일
619,마운틴 에어
620,무겐
621,무후누
622,멀베리
623,머쉬룸
624,머스크
625,머스타드 시드
626,미리카
627,미르라
628,미르틀
629,내그 참파
630,나르키소스
631,나시 피어
632,나스투시아
633,네이처캄
634,넥터린
635,넥터린 블라섬
636,님
637,니어프린
638,네리움 올린더
639,네럴리
640,네틀
641,나이젤러
642,나잇 블라섬 시어러스
643,나잇 블라섬 자스민
644,누트카
645,누갓
646,넛메그
647,오크
648,오크 리브즈
649,오크모스
650,오트
651,오일리 노트
652,올리프밤
653,올리브
654,올리브 플라워
655,올리브 리프
656,올리브 트리
657,우롱 티
658,오피엄
659,오포 파낙스
660,오렌지
661,오렌지 블라섬
662,오렌지 카시아 트리
663,오처드 블라섬
664,오키드
665,오키드 캑터스
666,오키드 리프
667,오레가노
668,오리엔탈 노트
669,오리스 루트
670,오스만터스
671,오이스터스
672,오존익 노트
673,팔리센터 로즈우드
674,팜 리프
675,팜마로사
676,팔로 산토
677,판데너스
678,파나 코타
679,판시
680,파파야
681,파파야 블라섬
682,페이퍼
683,페이퍼바크
684,파피러스
685,파라-크레실 페닐 아세테이트
686,파라디소네
687,파라멜라
688,파슬리
689,패션 플라워
690,패션후르츠
691,파타쿼이라
692,파출리
693,피
694,피치
695,피치 블라섬
696,피치 리프
697,피넛
698,피어
699,피어 블라섬
700,피어 아이스크림
701,피어 리프
702,피어 트리
703,피트
704,페블스
705,페이칸
706,펠라르고늄
707,피어니
708,페퍼
709,페퍼 트리
710,페퍼우드
711,페리윙클
712,퍼시몬
713,페루 발삼
714,페탈리아
715,쁘띠 그레인
716,피튜니아
717,플록스
718,피멘토
719,피멘토 리프
720,피멘토 시드
721,피냐 콜라다
722,파인 트리
723,파인애플
724,파인애플 블라섬
725,핑크 페퍼
726,피노 누아르 그레이프
727,피스타치오
728,피타야
729,피탄가
730,피토스포룸
731,플라스틱
732,플럼
733,플럼 블라섬
734,플럼 트리
735,포인세티아
736,팔런
737,폴리그넘
738,포마로즈
739,파머그래넛
740,파머그래넛 블라섬
741,포멜로
742,팝콘
743,파퓰러 버즈
744,퍼피
745,포트 와인
746,포테리카
747,파우더리 노트
748,프랄린
749,프림로즈
750,프린세스 트리
751,프리프리오카
752,프리빗
753,프로피트롤
754,프로세소
755,프루넬라
756,푸아루루
757,펌킨
758,펀치
759,퀸스
760,레인 노트
761,레인보우 셔벗
762,라크
763,람부탄
764,랑군 크래퍼
765,라즈베리
766,라즈베리 블라섬
767,라벤아라
768,라벤사라
769,레드 엘쥐
770,레드 애플
771,레드 배리
772,레드 큐란트
773,레드 푸르츠
774,레드 윌로우
775,레드 와인
776,리드
777,레세다
778,레진
779,레두잘프
780,루바브
781,라이스
782,라잇 퍼딩
783,루이보스 레드 티
784,로사 루비기노사
785,로즈
786,로즈 힙
787,로즈 잼
788,로즈 제페니즈
789,로즈 리프
790,로즈 맬로우
791,로즈 트론
792,로즈배리 윌로우허브
793,로즈마리
794,러버
795,루
796,럼
797,루멕스
798,라이
799,새프플라워
800,샤프론
801,샤프러닌
802,세이지
803,세인포인
804,세이크
805,솔트
806,사만
807,샌드
808,샌달우드
809,상글리아
810,산톨리나
811,사포딜라
812,새틴
813,새틴우드
814,세투레자
815,소 팔메토
816,시 벅쏜
817,시 셸
818,시 워터
819,시위드
820,세퀴이아
821,시샘
822,시소
823,시암
824,쓰촨 페퍼
825,마운틴 티
826,실크
827,실크 트리 블라섬
828,리크 바인
829,스킨
830,스컹키 캐비지
831,슬래이트
832,스모크
833,스네이크 플랜트
834,스노우
835,스노우베리
836,스노우드롭
837,소디엄 실리게이트
838,솔라 노트
839,솔로몬 실
840,소벳
841,사워 체리
842,사워 체리 블라섬
843,사워삽
844,소이빈
845,스패니쉬 브룸
846,스파이시 노트
847,스피나치
848,스피레아
849,스프레이 플랜드
850,스푸르스
851,스푼 슈거
852,스쿼시
853,세인트 존스 워터
854,스타아니스
855,스타 애플
856,스타피쉬
857,스테파노티스
858,스트로베리
859,스트로베리 리프
860,스트로베리 시럽
861,스트렐리치아
862,스트로빌란테스 캘로서스
863,스트락스
864,스웨이드
865,슈가
866,수막
867,선듀
868,선플라워
869,선탠 로션
870,서프 왁스
871,스위트 그래스
872,스위트 피
873,사카모어
874,실콜라이드
875,시링가
876,시럽
877,타이프 로즈
878,타카마카
879,탈크
880,타마린드
881,타마리스크
882,탄젤로
883,탄젤린
884,탄젤린 블라섬
885,탠지
886,타라곤
887,테이베리
888,티
889,티 트리 오일
890,티크 우드
891,테니스 볼
892,테킬라
893,타일랜드 우드
894,씨슬
895,슈저
896,타임
897,코르딜리네
898,티아레 플라워
899,티라미수
900,토바코
901,토바코 블라섬
902,토피
903,토카지 와인
904,토루 리프
905,토마토
906,토마토 리프
907,토닉 워터
908,톤카 빈
909,토스카놀
910,트릴리움
911,트로피카 푸르츠
912,트러플
913,터브로즈
914,튤립
915,툴레 어코드
916,튤시
917,다미아나
918,타페레바
919,발레리안
920,바닐라
921,바니쉬 어코드
922,벨벳
923,베르무트
924,베티버
925,바인
926,빈일
927,바이올렛
928,바이올렛 리프
929,바이올렛 우두소렐
930,보드카
931,월프 플라워
932,월넛
933,완 사오 롱
934,와사비
935,워터
936,워터 푸르츠
937,워터 히아신스
938,워터 릴리
939,워터 페퍼
940,워터멜론
941,웨스트 인디안 베이
942,웻 플래스터
943,위트
944,위스키
945,화이트 초콜릿
946,화이트 커런트
947,화이트 플라워
948,화이트 진저 릴리
949,화이트 오드
950,화이트 토바코
951,화이트 윌로우
952,화이트 와인
953,와일드 스트로베리
954,와일드 플라워
955,와인 리스
956,윈터베리
957,위스테리아
958,울프베리
959,우드 노트
960,우디 시온
961,울
962,웜우드
963,라이티아
964,얘로
965,애로 체리
966,일랑-일랑
967,요거트
968,요힘베
969,염베리
970,원난 레드 티
971,유즈
972,유즈 플라워
973,진니아
